ISIN,Fund Reporting Period End Date,Currency,Excess of reporting income over distribution
IE00B6TQLL84,30/06/2024,EUR,0.00490
IE00BFZPF546,30/06/2024,USD,0.24900
IE00B5M4WH52,30/06/2024,USD,0.14110
IE00BLLZQS08,30/06/2024,EUR,0.14250
IE00BLLZQ797,30/06/2024,EUR,0.17140
IE00BLB2GT26,30/06/2024,EUR,0.13480
IE00B5377D42,30/06/2024,USD,1.76390
IE00B3F81G20,30/06/2024,USD,0.27200
IE00B4L5YC18,30/06/2024,USD,0.85120
IE00B2QWDY88,30/06/2024,USD,0.01460
IE00BMDBMK72,30/06/2024,USD,0.16980
IE00B4WXJD03,30/06/2024,USD,0.00000
IE00BYYR0489,30/06/2024,USD,0.17080
IE00BJ5JPJ87,30/06/2024,USD,0.00000
IE00B52XQP83,30/06/2024,USD,0.84420
IE00BRHZ0398,30/06/2024,GBP,0.00000
IE00BMXC7W70,30/06/2024,USD,0.08580
IE00BN92ZL31,30/06/2024,USD,0.00000
IE000T9EOCL3,30/06/2024,USD,0.05410
IE00BF4RFH31,30/06/2024,USD,0.11080
IE0003WV2ME7,30/06/2024,USD,0.09950
IE000MLMNYS0,30/06/2024,USD,0.09410
IE000CR7DJI8,30/06/2024,USD,0.07630
IE000R9FA4A0,30/06/2024,USD,0.08480
IE00B2QWCY14,30/06/2024,USD,0.00000
IE0007FM00T9,30/06/2024,USD,0.00000
IE000WHL2ZK1,30/06/2024,USD,0.00000
IE000RCMNFR9,30/06/2024,GBP,0.19000
IE00B4WXJK79,30/06/2024,GBP,0.09450
IE00BMVJSD83,30/06/2024,GBP,11.52740
IE0000P0RPE6,30/06/2024,USD,0.04100
IE000KJPDY61,30/06/2024,USD,0.00000
IE00B3VWN179,31/07/2024,USD,4.69520
IE00BGPP6473,31/07/2024,USD,0.01310
IE0000U2ASV9,31/07/2024,USD,0.06480
IE00BJJPVP04,31/07/2024,USD,0.00990
IE00BMWB9633,31/07/2024,USD,11.47400
IE00B3VWN393,31/07/2024,USD,4.66430
IE00BFXYHY63,31/07/2024,USD,0.01910
IE00B3VWN518,31/07/2024,USD,5.33760
IE00B3VTMJ91,31/07/2024,EUR,3.13400
IE00B3VTML14,31/07/2024,EUR,2.89430
IE00B3VTN290,31/07/2024,EUR,3.88090
IE00B53L3W79,31/07/2024,EUR,5.33790
IE00B53HP851,31/07/2024,GBP,5.77580
IE00B53QG562,31/07/2024,EUR,4.92900
IE00BYXZ2585,31/07/2024,EUR,0.00000
IE00BG0J9Y53,31/07/2024,EUR,0.00000
IE00BL3J3H81,31/07/2024,EUR,1.54280
IE00BKBF6616,31/07/2024,EUR,0.22350
IE00B52MJY50,31/07/2024,USD,6.73250
IE00BD8KRH84,31/07/2024,USD,0.00000
IE00BL3J3G74,31/07/2024,USD,0.74290
IE00B5BMR087,31/07/2024,USD,6.19190
IE00B53L4350,31/07/2024,USD,6.17940
IE00BF5LJ058,31/07/2024,EUR,0.20770
IE00B53L4X51,31/07/2024,EUR,7.27690
IE00B52SF786,31/07/2024,USD,3.83050
IE00B5L8K969,31/07/2024,USD,3.22470
IE00BWK1SP74,31/07/2024,CHF,0.20450
IE00BL6K8D99,31/07/2024,EUR,0.13960
IE000FOSCLU1,31/07/2024,EUR,0.00000
IE00B3VWMM18,31/07/2024,EUR,8.42870
IE00BWZN1T31,31/07/2024,USD,0.25850
IE00B53QDK08,31/07/2024,USD,3.06680
IE00B5W4TY14,31/07/2024,USD,1.91890
IE00B5WHFQ43,31/07/2024,USD,4.61650
IE00BMDBMH44,31/07/2024,GBP,0.01020
IE00B3VWLG82,31/07/2024,GBP,6.13140
IE00B539F030,31/07/2024,GBP,5.34000
IE00B3VWM098,31/07/2024,USD,4.40010
IE00B52SFT06,31/07/2024,USD,5.52940
IE00BYVQ9F29,31/07/2024,USD,0.05220
IE00B53SZB19,31/07/2024,USD,4.52370
IE00B52MJD48,31/07/2024,JPY,390.53070
IE000NITTFF2,31/07/2024,USD,0.11460
IE0002EKOXU6,31/07/2024,USD,0.44090
IE00BMXC7V63,31/07/2024,USD,0.05770
IE000G4PH2B1,31/07/2024,USD,0.00000
IE00BMH5T376,31/10/2024,USD,0.25620
IE00BG5QQ390,31/10/2024,USD,0.26190
IE00BK7Y2S64,31/10/2024,USD,0.00600
IE00098ZGGO6,31/10/2024,USD,0.24590
IE00BZ048579,31/10/2024,USD,0.00000
IE000T05HNG4,31/10/2024,USD,0.26450
IE00BH4G7D40,31/10/2024,USD,0.00000
IE00BMWPV702,31/10/2024,USD,0.00000
IE000D4PD0L5,31/10/2024,USD,14.04430
IE00BKKKWJ26,31/10/2024,USD,0.22540
IE00BK4W7N32,31/10/2024,USD,0.00510
IE00BF11F458,31/10/2024,USD,0.03060
IE00BF7TPM11,31/10/2024,USD,0.00000
IE00BDDRDZ46,31/10/2024,USD,2.59440
IE00BDFGJ627,31/10/2024,USD,0.34210
IE00BZ048462,31/10/2024,USD,0.00000
IE000F0RCIV1,31/10/2024,USD,0.00140
IE00BMWPV694,31/10/2024,USD,0.38060
IE00BMDFDY08,31/10/2024,USD,0.39720
IE0003NVF3Y3,31/10/2024,USD,0.06800
IE000MX1VLQ2,31/10/2024,USD,23.35990
IE00BJK55B31,31/10/2024,USD,0.40280
IE00BKF09C98,31/10/2024,USD,0.00000
IE00BK6M1392,31/10/2024,USD,0.36650
IE00BF3N7102,31/10/2024,USD,0.02690
IE00BDFJYL11,31/10/2024,USD,0.01020
IE00BDDRH961,31/10/2024,USD,2.87620
IE00BJBLQD98,31/10/2024,USD,0.32030
IE00BYXYYL56,31/10/2024,USD,0.41310
IE00B4PY7Y77,31/10/2024,USD,0.62130
IE000929U2U9,31/10/2024,USD,0.00000
IE000WIQIPT2,31/10/2024,USD,0.00000
IE00BDZVHB89,31/10/2024,USD,0.00000
IE000AKFKBQ9,31/10/2024,USD,23.03200
IE000JXFRNI0,31/10/2024,USD,7.00660
IE00BDQYWQ65,31/10/2024,USD,0.04170
IE00BDZVH966,31/10/2024,USD,0.25970
IE000B3NURO6,31/10/2024,USD,0.19940
IE00BDZVH859,31/10/2024,USD,0.00370
IE00B1FZSC47,31/10/2024,USD,10.90290
IE000F6XDNZ5,31/10/2024,USD,0.00000
IE00BK7Y2R57,31/10/2024,USD,0.18270
IE00BGPP6697,31/10/2024,USD,0.01640
IE000R4RN8C3,31/10/2024,USD,0.12900
IE00BGPP6580,31/10/2024,USD,0.02130
IE00BMWB9294,31/10/2024,USD,10.84550
IE00B1FZS798,31/10/2024,USD,0.08700
IE00BMV3LS66,31/10/2024,EUR,0.17810
IE000AK4O3W6,31/10/2024,EUR,0.17090
IE00BYZTVV78,31/10/2024,EUR,0.03590
IE00BMV3LT73,31/10/2024,EUR,11.08970
IE00BMDBMP28,31/10/2024,EUR,0.15370
IE000L2TO2T2,31/10/2024,EUR,0.16340
IE00BYZTVT56,31/10/2024,EUR,0.00000
IE00BK74KV56,31/10/2024,EUR,0.00000
IE00BF5GB717,31/10/2024,EUR,0.00000
IE00B1FZS681,31/10/2024,EUR,0.13890
IE00B1FZS806,31/10/2024,EUR,0.00000
IE00B1FZS913,31/10/2024,EUR,0.19700
IE000IZO7033,31/10/2024,EUR,6.23250
IE00BMDBMN04,31/10/2024,EUR,0.00070
IE00BMWPV587,31/10/2024,EUR,0.26620
IE00BJK55C48,31/10/2024,EUR,0.27320
IE00BKLC5874,31/10/2024,EUR,0.00000
IE000YZVB4R7,31/10/2024,EUR,0.34330
IE00B1FZSD53,31/10/2024,GBP,0.00000
IE00BGDPWV87,31/10/2024,USD,0.17460
IE00B1FZS244,31/10/2024,USD,0.00000
IE00B1W57M07,31/10/2024,USD,0.01070
IE0008471009,31/10/2024,EUR,0.00000
IE0008F9FCT2,31/10/2024,EUR,0.16190
IE000MAO75G5,31/10/2024,EUR,0.09990
IE00B1YZSC51,31/10/2024,EUR,0.00000
IE00BL4KKW48,31/10/2024,EUR,1.49260
IE000BI0GCN3,31/10/2024,GBP,0.00000
IE00B1FZSB30,31/10/2024,GBP,0.00000
IE0004J6PFL7,31/10/2024,GBP,0.00000
IE00BDZVHD04,31/10/2024,USD,0.19140
IE00BDZVHC96,31/10/2024,USD,0.01900
IE00BFM6T921,31/10/2024,USD,0.17300
IE00B1FZS350,31/10/2024,USD,0.00000
IE00B57X3V84,31/10/2024,USD,0.95370
IE00B2NPL135,31/10/2024,USD,0.03220
IE00B1XNH568,31/10/2024,EUR,0.22220
IE000U58J0M1,31/10/2024,USD,0.20830
IE00B1XNHC34,31/10/2024,USD,0.01490
IE000TCZMZM8,31/10/2024,USD,0.00320
IE000CK5G8J7,31/10/2024,USD,0.12830
IE00B1FZS467,31/10/2024,USD,0.01890
IE0003ZXNJY5,31/10/2024,USD,0.67530
IE00B27YCF74,31/10/2024,USD,0.00000
IE000CFH1JX2,31/10/2024,USD,0.24480
IE00B1TXK627,31/10/2024,USD,0.02290
IE00BGQ0J979,31/10/2024,USD,0.28910
IE00BJ5JPH63,31/10/2024,USD,0.28700
IE00BDFGJ734,31/10/2024,USD,0.00000
IE00BDDRH417,31/10/2024,USD,2.38650
IE000X1JN6A2,31/10/2024,USD,0.02610
IE00BYXYYK40,31/10/2024,USD,0.31810
IE00B2NPKV68,31/10/2024,USD,0.00000
IE00BKP5L623,31/10/2024,USD,0.25490
IE00BKP5L730,31/10/2024,USD,0.25140
IE000M51EY66,31/10/2024,USD,15.69230
IE00BF553838,31/10/2024,USD,0.28640
IE00BDDRDW15,31/10/2024,USD,0.00000
IE000GXN71U1,31/10/2024,USD,0.00450
IE000D8FCSD8,31/10/2024,USD,1.19780
IE00B1TXHL60,31/10/2024,USD,0.00000
IE00B2QWDR12,31/10/2024,USD,0.05700
IE00B27YCP72,31/10/2024,USD,0.00000
IE00B27YCK28,31/10/2024,USD,0.00000
IE00BL6K8C82,31/10/2024,EUR,0.15260
IE000HH3SU50,31/10/2024,EUR,0.01010
IE00BYYHSM20,31/10/2024,EUR,0.00000
IE00B52VJ196,31/10/2024,EUR,1.67790
IE00BGDPWW94,31/10/2024,EUR,0.00870
IE000CR424L6,31/10/2024,EUR,0.00720
IE00B296QM64,31/10/2024,USD,0.00000
IE00BKM4H312,31/10/2024,USD,0.00000
IE00B27YCN58,31/10/2024,USD,0.00000
IE00BKPSFC54,31/10/2024,USD,0.21180
IE00BYYHSQ67,31/10/2024,USD,0.00000
IE0008470928,31/10/2024,EUR,0.00000
IE000FI414K7,31/10/2024,GBP,0.13760
IE00B1TXLS18,31/10/2024,GBP,0.00220
IE00BDFJYM28,31/10/2024,USD,0.17870
IE00093SKUY4,31/10/2024,USD,0.04570
IE00BDFGJ841,31/10/2024,USD,0.00000
IE00BYXYYM63,31/10/2024,USD,0.18660
IE00B44CGS96,31/10/2024,USD,0.00000
IE00B1FZSF77,31/10/2024,USD,0.00000
IE00BMDBMG37,31/10/2024,EUR,2.85630
IE00B1FZS574,31/10/2024,USD,0.00000
IE00B6X2VY59,30/11/2024,EUR,0.16065
IE00B6R52143,30/11/2024,USD,0.89584
IE00B652H904,30/11/2024,USD,0.00000
IE000LXEN6X4,30/11/2024,EUR,0.19631
IE00B7LGZ558,30/11/2024,EUR,0.00000
IE00014E9P24,30/11/2024,EUR,0.00000
IE000A9QV382,30/11/2024,EUR,0.00000
IE00B5V94313,30/11/2024,EUR,0.00000
IE000U9ODG19,30/11/2024,USD,0.05858
IE00B6R52036,30/11/2024,USD,0.13763
IE0000X2DXK3,30/11/2024,USD,5.54438
IE00072MMRZ0,30/11/2024,USD,22.31926
IE000U99N3V1,30/11/2024,USD,4.95563
IE000YT72Y94,30/11/2024,USD,18.99445
IE000GUOATN7,30/11/2024,EUR,0.18992
IE000NXQKHU1,30/11/2024,EUR,0.00000
IE0007UPSEA3,30/11/2024,USD,0.00000
IE000BWITBP9,30/11/2024,USD,5.32362
IE000AZDOJT1,30/11/2024,USD,21.75785
IE000KM34187,30/11/2024,USD,0.00000
IE000SIZJ2B2,30/11/2024,EUR,0.00000
IE000WA6L436,30/11/2024,EUR,0.18851
IE000LZ7BZW8,30/11/2024,EUR,0.01394
IE000G6CY1T7,30/11/2024,EUR,0.04876
IE000I1D7D10,30/11/2024,USD,5.21335
IE000A68ELD0,30/11/2024,USD,20.49171
IE0006UGU3X3,30/11/2024,USD,0.00000
IE0004OYBZA6,30/11/2024,USD,1.81696
IE0005HWIS34,30/11/2024,USD,6.65854
IE000ZOI8OK5,30/11/2024,EUR,0.18425
IE000H5X52W8,30/11/2024,EUR,0.00000
IE0000VITHT2,30/11/2024,USD,0.00000
IE0000UJ3480,30/11/2024,USD,5.28659
IE00004FVB93,30/11/2024,USD,21.25918
IE000VVQWC23,30/11/2024,USD,0.00000
IE000264WWY0,30/11/2024,EUR,0.00000
IE0008UEVOE0,30/11/2024,EUR,0.18139
IE000Q2EQ5K8,30/11/2024,EUR,0.00005
IE000JHMFVN7,30/11/2024,EUR,0.03942
IE000Y247W99,30/11/2024,USD,0.00000
IE000QJMYB29,30/11/2024,USD,2.52085
IE000JAYMBQ8,30/11/2024,USD,9.27285
IE00076HZIP3,30/11/2024,USD,0.00000
IE00055OM853,30/11/2024,USD,1.65019
IE000LFTOC63,30/11/2024,USD,6.64700
IE000IHURBR0,30/11/2024,EUR,0.00000
IE000SNLFDR7,30/11/2024,EUR,0.03990
IE000BZXJJ24,30/11/2024,USD,0.00000
IE0008TDJ461,30/11/2024,USD,2.52678
IE0004KJFX33,30/11/2024,USD,9.27698
IE000WZJ38F1,30/11/2024,USD,0.00401
IE000LX17BP9,30/11/2024,EUR,0.00000
IE000Y2BJVK9,30/11/2024,EUR,0.04423
IE0009EQZP90,30/11/2024,USD,0.00008
IE00019EG7X4,30/11/2024,USD,0.36575
IE000I2WYEU9,30/11/2024,EUR,0.00007
IE000D9WMGF0,30/11/2024,EUR,0.01201
IE00049LEBV0,30/11/2024,USD,0.00010
IE0007YBWBE5,30/11/2024,USD,0.10641
IE000C2BA1B7,30/11/2024,USD,0.00426
IE0000MR4GH9,30/11/2024,EUR,0.00004
IE000I660ZF8,30/11/2024,EUR,0.01215
IE000LETV955,30/11/2024,USD,0.00022
IE000K44CW70,30/11/2024,USD,0.37893
IE0007ULLBX5,30/11/2024,USD,0.25643
IE000E0NL9T3,30/11/2024,EUR,0.00004
IE000ZBGZQM8,30/11/2024,EUR,0.01256
IE000VVBM1F6,30/11/2024,USD,0.00036
IE000RC18FG8,30/11/2024,USD,0.38913
IE000E54DV34,30/11/2024,USD,0.25929
IE000SBJO6L2,30/11/2024,EUR,0.00013
IE000UY6XF65,30/11/2024,EUR,0.01255
IE00B7LW6Y90,30/11/2024,EUR,0.00000
IE00BFMM9235,30/11/2024,EUR,0.14060
IE0003V00UC4,30/11/2024,EUR,0.00000
IE000589MF42,30/11/2024,EUR,0.14580
IE00B6TLBW47,30/11/2024,USD,0.01372
IE00BFM6TD65,30/11/2024,USD,0.32116
IE00BKT1CS59,30/11/2024,USD,0.27540
IE000D352U62,30/11/2024,USD,0.00000
IE0000PJLVN3,30/11/2024,JPY,7.09050
IE000VAOK4J4,30/11/2024,JPY,5.28855
IE000TY854T9,30/11/2024,JPY,3.08504
IE00B6R52259,30/11/2024,USD,1.29124
IE00019GPKX6,30/11/2024,USD,0.03444
IE00BKM4H197,30/11/2024,USD,0.42756
IE0006PTRUI8,30/11/2024,EUR,0.02757
IE000E9XXE77,30/11/2024,EUR,0.00004
IE000U3XZQN5,30/11/2024,EUR,0.03193
IE000ZQF1PE1,30/11/2024,EUR,0.00007
IE000E9W0ID3,30/11/2024,USD,0.14217
IE000MW6GT38,30/11/2024,USD,0.04399
IE000GTJ2I49,30/11/2024,USD,0.00006
IE00B42Z5J44,30/11/2024,EUR,1.18096
IE00B7XYN974,30/11/2024,GBP,1.44528
IE00B4M7GH52,30/11/2024,USD,1.03776
IE000MGAVJV3,30/11/2024,USD,0.02422
IE000YG82CF0,30/11/2024,USD,0.00000
IE0001YGXFO5,30/11/2024,USD,0.03184
IE000YNE6S57,30/11/2024,USD,0.00000
IE00BJ5JP436,30/11/2024,USD,0.00006
IE00BJ5JP212,30/11/2024,USD,0.00000
IE00BJ5JP329,30/11/2024,USD,0.00000
IE000MELAE65,30/11/2024,USD,0.00000
IE00BJ5JP105,30/11/2024,USD,0.00253
IE00B441G979,30/11/2024,EUR,0.96015
IE00BJ5JP097,30/11/2024,USD,0.00000
IE00B42YS929,30/11/2024,GBP,1.03613
IE00BJ5JNZ06,30/11/2024,USD,0.00117
IE0009QS7W62,30/11/2024,USD,0.05032
IE00BJ5JP659,30/11/2024,USD,0.00000
IE00BJ5JNY98,30/11/2024,USD,0.00000
IE00BJ5JP766,30/11/2024,USD,0.00000
IE00B6R51Z18,30/11/2024,USD,0.71211
IE00BDDRF478,30/11/2024,USD,0.08383
IE00B4MCHD36,30/11/2024,USD,0.06740
IE00B40B8R38,30/11/2024,USD,0.19116
IE00B42NKQ00,30/11/2024,USD,0.24488
IE00B3ZW0K18,30/11/2024,EUR,1.13991
IE00B4JNQZ49,30/11/2024,USD,0.15447
IE00B3Y8X563,30/11/2024,GBP,1.21757
IE00B43HR379,30/11/2024,USD,0.14446
IE00BMBKBZ46,30/11/2024,USD,0.00036
IE00B4LN9N13,30/11/2024,USD,0.12419
IE00B3WJKG14,30/11/2024,USD,0.13343
IE00B4MKCJ84,30/11/2024,USD,0.14284
IE00B4KBBD01,30/11/2024,USD,0.22009
IE00BD3V0B10,30/11/2024,USD,0.13553
IE000ZPUEP93,30/11/2024,USD,0.00000
IE00B428Z604,30/11/2024,EUR,0.00000
IE00BFMM8Y81,30/11/2024,EUR,0.09653
IE000Q4EBLW2,30/11/2024,EUR,0.02372
IE0004LCA3I5,30/11/2024,EUR,0.02863
IE00BMX0DF60,30/11/2024,USD,0.03757
IE00BLF5J545,28/02/2025,USD,22.47320
IE00BZ173W74,28/02/2025,USD,0.33970
IE00BCLWRB83,28/02/2025,USD,0.00000
IE00BK7Y2Q41,28/02/2025,USD,0.24560
IE00BF3N6Y61,28/02/2025,USD,0.00000
IE00BDFK3736,28/02/2025,USD,0.00000
IE00BLF5J438,28/02/2025,USD,16.53460
IE00BJBLQ842,28/02/2025,USD,0.20750
IE00BYXYYJ35,28/02/2025,USD,0.29070
IE0032895942,28/02/2025,USD,0.06490
IE0000529V99,28/02/2025,USD,1.21000
IE00BJ5JMP33,28/02/2025,USD,21.25390
IE00BGSF1X88,28/02/2025,USD,5.52190
IE00BGR7L912,28/02/2025,USD,0.00000
IE00BK7XZ629,28/02/2025,USD,0.22630
IE00BDFK1573,28/02/2025,USD,0.22770
IE000KN6U873,28/02/2025,USD,0.26390
IE00BDFK1N50,28/02/2025,USD,0.00000
IE00BDDRHB81,28/02/2025,USD,14.75960
IE00BYXPSP02,28/02/2025,USD,0.24050
IE00B14X4S71,28/02/2025,USD,0.00000
IE0001DYLX87,28/02/2025,USD,0.00000
IE00BKTN1T54,28/02/2025,USD,0.00120
IE00BK95B138,28/02/2025,USD,0.00070
IE0032523478,28/02/2025,EUR,0.00000
IE00B14X4Q57,28/02/2025,EUR,0.00000
IE00BMVJSF08,28/02/2025,EUR,16.41330
IE00BK6NC514,28/02/2025,EUR,0.32420
IE00BF3N7094,28/02/2025,EUR,0.34060
IE00B66F4759,28/02/2025,EUR,0.00000
IE000KJVA5F6,28/02/2025,EUR,0.00000
IE00BJBLQ958,28/02/2025,EUR,0.27820
IE00BF3NC260,28/02/2025,EUR,0.35140
IE000GE2BEZ9,28/02/2025,EUR,0.00000
IE00B0M62X26,28/02/2025,EUR,1.86110
IE000WJWZK35,28/02/2025,GBP,0.19480
IE00B5L65R35,28/02/2025,GBP,0.00000
IE000Q7NR6I3,28/02/2025,GBP,0.17790
IE000N852182,28/02/2025,GBP,0.00000
IE00BMTX2B82,28/02/2025,EUR,0.18560
IE00B0M62Y33,28/02/2025,EUR,0.00900
IE00B14X4T88,28/02/2025,USD,0.00000
IE000QOU09J7,28/02/2025,USD,0.10480
IE00B02KXK85,28/02/2025,USD,0.00000
IE000H22E3N8,28/02/2025,GBP,0.20260
IE00B00FV011,28/02/2025,GBP,0.00000
IE000UCFZI88,28/02/2025,GBP,0.19320
IE000HARJEE2,28/02/2025,GBP,0.05400
IE0005042456,28/02/2025,GBP,0.00000
IE00BYZ28W67,28/02/2025,GBP,0.20370
IE00BKM4GZ66,28/02/2025,USD,0.82600
IE00BD45KH83,28/02/2025,USD,0.00000
IE0031442068,28/02/2025,USD,0.00070
IE00B0M62S72,28/02/2025,EUR,0.00000
IE00B02KXL92,28/02/2025,EUR,0.00000
IE00B02KXM00,28/02/2025,EUR,0.00000
IE00B0M62V02,28/02/2025,EUR,0.00000
IE00BGDQ0L74,28/02/2025,EUR,0.11770
IE00B0M63284,28/02/2025,EUR,0.00110
IE00B00FV128,28/02/2025,GBP,0.00000
IE00BK0TB144,28/02/2025,USD,0.21650
IE00BJSFQW37,28/02/2025,USD,0.00150
IE00BDFK3G24,28/02/2025,USD,0.00000
IE00BFM6TB42,28/02/2025,USD,0.22570
IE00B7J7TB45,28/02/2025,USD,0.00000
IE00BF3N6Z78,28/02/2025,USD,0.23390
IE00BKBF4J08,28/02/2025,USD,0.33610
IE00091SR7N7,28/02/2025,USD,0.32870
IE00BJSFR200,28/02/2025,USD,0.00870
IE00BJSFQX44,28/02/2025,USD,0.00000
IE00BYWZ0440,28/02/2025,USD,0.33490
IE00B74DQ490,28/02/2025,USD,0.00000
IE00BKPX3K41,28/02/2025,USD,0.12050
IE00B0M63730,28/02/2025,USD,0.06950
IE00B0M63516,28/02/2025,USD,0.00000
IE00B0M63177,28/02/2025,USD,0.06030
IE00BVDPJP67,28/02/2025,GBP,0.00000
IE00B14X4N27,28/02/2025,EUR,0.00000
IE00B02KXH56,28/02/2025,USD,0.00000
IE00BCLWRG39,28/02/2025,USD,0.93270
IE00B0M63391,28/02/2025,USD,0.00000
IE00B14X4M10,28/02/2025,USD,0.00000
IE000AJFZ9E4,28/02/2025,USD,1.60550
IE00B0M63623,28/02/2025,USD,0.00000
IE00B0M62Q58,28/02/2025,USD,0.00180
IE00B0M63060,28/02/2025,GBP,0.00000
IE00B87RLX93,31/03/2025,EUR,0.00000
IE00BZ1NCS44,31/03/2025,USD,0.00000
IE00BDFL4P12,31/03/2025,USD,0.00000
IE00BKVL7885,31/03/2025,USD,0.13595
IE00B8KGV557,31/03/2025,USD,0.97053
IE00BKVL7D31,31/03/2025,EUR,0.27247
IE00BMDBM966,31/03/2025,EUR,3.48105
IE00B86MWN23,31/03/2025,EUR,1.68651
IE00BG13YK79,31/03/2025,EUR,0.00000
IE00BKVL7331,31/03/2025,USD,0.09913
IE00BMH5T269,31/03/2025,USD,0.12197
IE00BMH5VP31,31/03/2025,USD,0.12155
IE00BKVL7778,31/03/2025,USD,0.13245
IE00BD1JRZ09,31/03/2025,USD,0.13334
IE00BGPP8L80,31/03/2025,USD,0.15691
IE00BMCZLJ20,31/03/2025,USD,0.00000
IE00BYXPXL17,31/03/2025,USD,0.15380
IE00B8FHGS14,31/03/2025,USD,1.16652
IE00BYX8XD24,31/03/2025,USD,0.11654
IE00B6SPMN59,31/03/2025,USD,1.18624
IE00BD93YH54,31/03/2025,USD,0.00000
IE00BZ171348,31/03/2025,USD,0.10751
IE00B87G8S03,31/03/2025,USD,0.00000
IE00B9M6SJ31,31/03/2025,EUR,0.01757
IE00B988C465,31/03/2025,CHF,0.00000
IE00B8KQFS66,31/03/2025,GBP,0.00000
IE00B9M6RS56,31/03/2025,EUR,0.00000
IE00BKPT2T41,31/03/2025,USD,0.19718
IE00B8JDT196,31/03/2025,USD,0.01237
IE00B9M04V95,31/03/2025,CHF,0.00000
IE00BMW42298,31/03/2025,EUR,0.17298
IE00BMW42074,31/03/2025,EUR,0.15615
IE000UDV9YG1,31/03/2025,EUR,0.00000
IE00BMW42637,31/03/2025,EUR,0.57878
IE00BMW42306,31/03/2025,EUR,0.37209
IE00BMW42181,31/03/2025,EUR,0.13088
IE00BMW42520,31/03/2025,EUR,0.09839
IE00BMW42413,31/03/2025,EUR,0.08198
IE00BF20LF40,31/03/2025,EUR,0.18441
IE00BYXYX745,31/03/2025,EUR,0.00000
IE00B8J37J31,31/03/2025,CHF,1.16416
IE000QZ7JON9,31/03/2025,USD,0.00026
IE000YD0IAD2,31/03/2025,USD,0.00026
IE000DLDNVK1,31/03/2025,USD,0.00029
IE000OPODKS3,31/03/2025,USD,0.00025
IE0002W8NB38,31/03/2025,USD,0.00000
IE00B8BVCK12,31/03/2025,CHF,0.79611
IE0002XZSHO1,31/03/2025,EUR,0.16403
IE000F9IDGB5,31/03/2025,USD,0.17688
IE0001ZFMLN7,31/03/2025,USD,0.00399
IE00074JV7J1,31/03/2025,USD,0.00000
IE000OYABFQ2,31/03/2025,USD,0.00000
IE0007O06KL9,31/03/2025,USD,0.27070
IE00B88DZ566,31/03/2025,CHF,0.85482
IE000Z3S26J2,31/03/2025,USD,0.03314
IE0001OGLP52,31/03/2025,USD,0.00000
IE00BMTX1Y45,31/03/2025,USD,0.11470
IE000D3BWBR2,31/03/2025,USD,0.00000
