ISIN,Fund Reporting Period End Date,Currency,Excess of reporting income over distribution
LU1270847186,31/08/2023,USD,0.03000
LU1181257202,31/08/2023,USD,0.38080
LU1992159068,31/08/2023,USD,0.00000
LU1083819141,31/08/2023,USD,0.02200
LU1877503935,31/08/2023,USD,0.00020
LU1129992308,31/08/2023,USD,0.03940
LU1992159902,31/08/2023,USD,0.40660
LU1992159654,31/08/2023,USD,0.39690
LU1992160157,31/08/2023,USD,0.40520
LU1992161049,31/08/2023,USD,0.01970
LU0999670564,31/08/2023,USD,0.52550
LU1861215629,31/08/2023,USD,0.06940
LU1861214903,31/08/2023,USD,0.07090
LU2360107325,31/08/2023,USD,0.00000
LU1861215207,31/08/2023,USD,0.11600
LU2360107242,31/08/2023,USD,0.00000
LU0072462426,31/08/2023,USD,0.82660
LU0827880344,31/08/2023,USD,0.86090
LU0329592538,31/08/2023,USD,1.48370
LU1852330908,31/08/2023,USD,0.04600
LU1842103803,31/08/2023,USD,0.60330
LU1978683339,31/08/2023,USD,0.00000
LU1978682950,31/08/2023,USD,0.00000
LU1978683099,31/08/2023,USD,0.00000
LU1978683255,31/08/2023,USD,0.00780
LU1978682877,31/08/2023,USD,0.00000
LU1978683412,31/08/2023,USD,0.00000
LU1978683172,31/08/2023,USD,0.00000
LU1978683685,31/08/2023,USD,0.00000
LU0414062165,31/08/2023,USD,0.00000
LU1222731728,31/08/2023,USD,0.36470
LU1403442228,31/08/2023,USD,0.00000
LU1814255474,31/08/2023,USD,0.00910
LU0827881235,31/08/2023,USD,0.00000
LU0827881318,31/08/2023,USD,0.00000
LU0557294096,31/08/2023,USD,0.00000
LU0827881748,31/08/2023,USD,0.00000
LU2533723461,31/08/2023,USD,0.24890
LU2471417829,31/08/2023,USD,0.00000
LU0462857607,31/08/2023,USD,0.29180
LU0118259661,31/08/2023,USD,0.00360
LU0368267034,31/08/2023,USD,1.07450
LU0372548783,31/08/2023,USD,1.35430
LU2369862847,31/08/2023,USD,0.55790
LU1072327023,31/08/2023,USD,0.00000
LU0171284770,31/08/2023,USD,0.00000
LU1919856135,31/08/2023,USD,0.00000
LU0827882126,31/08/2023,USD,0.00000
LU1153585374,31/08/2023,USD,0.00000
LU1153585291,31/08/2023,USD,0.00000
LU1791173633,31/08/2023,USD,0.00000
LU1877504073,31/08/2023,USD,0.00000
LU1133085917,31/08/2023,USD,0.00000
LU2386952878,31/08/2023,USD,0.00610
LU0827882712,31/08/2023,USD,0.00000
LU0250163515,31/08/2023,USD,0.00000
LU0827883363,31/08/2023,JPY,0.16530
LU0236176334,31/08/2023,JPY,0.07880
LU0204063480,31/08/2023,JPY,0.88360
LU0827883017,31/08/2023,JPY,2.25740
LU0204063647,31/08/2023,USD,0.00000
LU0827884411,31/08/2023,USD,2.69320
LU0462858670,31/08/2023,USD,0.00000
LU0827884098,31/08/2023,USD,0.00000
LU0171289738,31/08/2023,USD,2.69960
LU0827883876,31/08/2023,USD,3.58190
LU2123743770,31/08/2023,USD,0.13150
LU2123743853,31/08/2023,USD,0.13150
LU2123743937,31/08/2023,USD,0.13150
LU2527845866,31/08/2023,USD,0.21110
LU2527845940,31/08/2023,USD,0.00000
LU2527846088,31/08/2023,USD,0.21110
LU2527846161,31/08/2023,USD,0.00000
LU0612325679,31/08/2023,USD,0.22670
LU1864666323,31/08/2023,USD,0.24750
LU0612318385,31/08/2023,USD,0.18350
LU1808491572,31/08/2023,USD,0.00000
LU2605896872,31/08/2023,USD,0.12390
LU2605896955,31/08/2023,USD,0.00000
LU2605897094,31/08/2023,USD,0.21110
LU2605897177,31/08/2023,USD,0.00000
LU2310089771,31/08/2023,USD,0.00000
LU1861216510,31/08/2023,USD,0.00000
LU2310089698,31/08/2023,USD,0.00000
LU1861215975,31/08/2023,USD,0.00000
LU1861216601,31/08/2023,USD,0.00000
LU1861216866,31/08/2023,USD,0.00000
LU1861216197,31/08/2023,USD,0.00000
LU2360107168,31/08/2023,USD,0.00000
LU1917165158,31/08/2023,USD,0.00000
LU1861216270,31/08/2023,USD,0.00000
LU2344713503,31/08/2023,USD,0.00000
LU2344713172,31/08/2023,USD,0.00000
LU2310090191,31/08/2023,USD,0.00000
LU1861216437,31/08/2023,USD,0.00000
LU2310089938,31/08/2023,USD,0.00000
LU2278361055,31/08/2023,USD,0.00000
LU2310089854,31/08/2023,USD,0.00000
LU2278360750,31/08/2023,USD,0.00000
LU2344713255,31/08/2023,USD,0.00000
LU2360107085,31/08/2023,USD,0.00000
LU1917165075,31/08/2023,USD,0.00000
LU2344713339,31/08/2023,USD,0.00000
LU2344713099,31/08/2023,USD,0.00000
LU2344713412,31/08/2023,USD,0.00000
LU2237457416,31/08/2023,USD,0.00000
LU2168066202,31/08/2023,USD,0.00000
LU2360106947,31/08/2023,USD,0.00000
LU0475494422,31/08/2023,USD,0.00000
LU0827888248,31/08/2023,USD,0.00000
LU0827887943,31/08/2023,USD,0.04320
LU2360106863,31/08/2023,USD,0.00000
LU2298321824,31/08/2023,USD,0.00000
LU0124384867,31/08/2023,USD,0.00000
LU0252969661,31/08/2023,USD,0.06940
LU0724618433,31/08/2023,USD,0.00000
LU0534476519,31/08/2023,USD,0.11470
LU2360107754,31/08/2023,USD,0.00010
LU0435534705,31/08/2023,USD,0.00010
LU0827885574,31/08/2023,USD,0.00000
LU0252964944,31/08/2023,USD,0.06940
LU0204063720,31/08/2023,USD,0.00000
LU0368234703,31/08/2023,USD,0.11470
LU2346228039,31/08/2023,USD,0.26460
LU2346227908,31/08/2023,USD,0.17890
LU2346228112,31/08/2023,USD,0.21200
LU0376446257,31/08/2023,CHF,0.00000
LU0376447149,31/08/2023,CHF,1.26370
LU1276852404,31/08/2023,CHF,0.00000
LU2604840871,31/08/2023,USD,0.08360
LU2315843826,31/08/2023,USD,0.15900
LU0368268602,31/08/2023,USD,0.36830
LU0827880930,31/08/2023,USD,0.34500
LU2315844048,31/08/2023,USD,0.25210
LU2448342480,31/08/2023,USD,0.00000
LU2448342308,31/08/2023,USD,0.00000
LU2315843669,31/08/2023,USD,0.00000
LU0278719090,31/08/2023,USD,0.00000
LU0265552215,31/08/2023,USD,0.00000
LU2315843743,31/08/2023,USD,0.00000
LU2315843586,31/08/2023,USD,0.00000
LU2325744022,31/08/2023,USD,0.00000
LU2448342647,31/08/2023,USD,0.00000
LU2448342563,31/08/2023,USD,0.00000
LU1116319994,31/08/2023,USD,0.00000
LU2381873111,31/08/2023,USD,0.00000
LU2319964271,31/08/2023,USD,0.00000
LU2319964198,31/08/2023,USD,0.00000
LU1379101360,31/08/2023,USD,0.00000
LU2448342217,31/08/2023,USD,0.00000
LU2381873202,31/08/2023,USD,0.00000
LU0278718100,31/08/2023,USD,0.14130
LU0329592967,31/08/2023,GBP,2.13780
LU0204064025,31/08/2023,GBP,0.00290
LU1495983246,31/08/2023,GBP,0.26100
LU0827886036,31/08/2023,GBP,0.00360
LU2211194795,31/08/2023,GBP,0.00040
LU0011847091,31/08/2023,GBP,1.03050
LU0204064967,31/08/2023,USD,0.02720
LU0368249990,31/08/2023,USD,1.73950
LU0827886549,31/08/2023,USD,0.01070
LU0827886200,31/08/2023,USD,1.42040
LU1294567448,31/08/2023,USD,0.40000
LU0552552704,31/08/2023,USD,2.25290
LU0532707519,31/08/2023,USD,13.59300
LU0706698544,31/08/2023,USD,0.00000
LU0822668108,31/08/2023,USD,0.94320
LU1111085798,31/08/2023,USD,0.74250
LU2344713685,31/08/2023,USD,0.58180
LU2242188931,31/08/2023,USD,0.70420
LU0681219902,31/08/2023,USD,0.00000
LU0592702061,31/08/2023,USD,0.00020
LU2319962572,31/08/2023,USD,0.54480
LU2319962739,31/08/2023,USD,0.55810
LU2319962812,31/08/2023,USD,0.02400
LU2319962655,31/08/2023,USD,0.00000
LU1919856218,31/08/2023,USD,0.00000
LU1111085442,31/08/2023,USD,0.00000
LU0764821012,31/08/2023,USD,0.00020
LU0329591720,31/08/2023,USD,11.47450
LU0592702228,31/08/2023,USD,0.00000
LU0204065857,31/08/2023,USD,0.00000
LU0827887430,31/08/2023,USD,0.00000
LU2641782318,31/08/2023,USD,0.01280
LU0341380367,31/08/2023,USD,0.00000
LU0097036916,31/08/2023,USD,0.00000
LU0184696937,31/08/2023,USD,1.72980
LU0297941972,31/08/2023,USD,2.16570
LU1087925589,31/08/2023,USD,0.29780
LU0808759830,31/08/2023,USD,0.30160
LU0871639547,31/08/2023,USD,0.36270
LU0204068364,31/08/2023,USD,0.00010
LU0630472362,31/08/2023,USD,0.00000
LU2629201513,31/08/2023,USD,0.02790
LU0106831901,31/08/2023,USD,0.53320
LU0329593262,31/08/2023,USD,0.88080
LU0827889055,31/08/2023,USD,0.88080
LU0171304719,31/08/2023,USD,0.53320
LU0055631609,31/08/2023,USD,0.00000
LU0326423067,31/08/2023,USD,0.03340
LU0252968424,31/08/2023,USD,0.25150
LU0368252358,31/08/2023,USD,0.34810
LU0827889212,31/08/2023,USD,0.17600
LU0827889139,31/08/2023,USD,0.00000
LU0408222320,31/08/2023,USD,0.00000
LU1822774284,31/08/2023,USD,0.00000
LU0329593007,31/08/2023,USD,0.15030
LU1960219225,31/08/2023,USD,0.06410
LU1728553774,31/08/2023,USD,0.00000
LU0122380701,31/08/2023,USD,0.00000
LU2297183803,31/08/2023,USD,0.00000
LU0827889485,31/08/2023,USD,0.15030
LU2112292763,31/08/2023,USD,0.00000
LU0252968341,31/08/2023,USD,1.55620
LU0326425278,31/08/2023,USD,0.13340
LU0827890145,31/08/2023,USD,0.95890
LU0827889725,31/08/2023,USD,0.00000
LU0204068877,31/08/2023,USD,0.00000
LU0368236583,31/08/2023,USD,1.74110
LU0368260294,31/08/2023,USD,1.74110
LU2527846245,31/08/2023,USD,1.74110
LU2527846328,31/08/2023,USD,0.00000
LU1822773716,31/08/2023,USD,0.00000
LU0724618946,31/08/2023,USD,0.00000
LU2168656184,31/08/2023,USD,0.00000
LU2360106780,31/08/2023,USD,0.00000
LU2134542260,31/08/2023,USD,0.00000
LU2267099328,31/08/2023,USD,0.00000
LU2360108307,31/08/2023,USD,0.00000
LU0827890491,31/08/2023,USD,0.00000
LU1722863211,31/08/2023,USD,0.00000
LU2168066038,31/08/2023,USD,0.00000
LU0056508442,31/08/2023,USD,0.00000
LU1688375424,07/11/2023,USD,0.00620
LU1688375853,07/11/2023,USD,0.00870
LU0836514587,31/03/2024,USD,2.50000
LU0960941754,31/03/2024,USD,0.02560
LU0826455437,31/03/2024,USD,7.61010
LU1333800438,31/03/2024,USD,0.00000
LU2087589268,31/03/2024,USD,0.06770
LU1400680390,31/03/2024,USD,7.26870
LU0916238545,31/03/2024,EUR,0.02790
LU1811365375,31/03/2024,EUR,1.61530
LU0826454976,31/03/2024,EUR,2.11490
LU0836515550,31/03/2024,EUR,7.04810
LU0839971503,31/03/2024,USD,1.81120
LU0938202743,31/03/2024,USD,4.11350
LU0836515634,31/03/2024,USD,3.67840
LU0836515808,31/03/2024,USD,2.86800
LU0836514405,31/03/2024,USD,3.55480
LU0836512961,31/03/2024,USD,5.24060
LU0836515717,31/03/2024,USD,5.86520
LU0938202826,31/03/2024,USD,6.23330
LU0960942059,31/03/2024,USD,0.57650
LU0852473015,31/03/2024,USD,3.94250
LU1513020419,31/05/2024,USD,0.95120
LU1495982602,31/05/2024,USD,3.35250
LU1495982438,31/05/2024,USD,1.82240
LU1417814305,31/05/2024,USD,2.60790
LU2615938151,31/05/2024,USD,1.35000
LU1495982511,31/05/2024,USD,1.63920
LU1417814057,31/05/2024,USD,1.88940
LU1417814560,31/05/2024,USD,2.87430
LU1417814487,31/05/2024,USD,2.16060
LU2634581255,31/05/2024,USD,2.83540
LU2634581172,31/05/2024,USD,2.53850
LU2079411406,31/05/2024,EUR,3.02150
LU1321847987,31/05/2024,USD,3.32130
LU1896777239,31/05/2024,USD,2.95940
LU1321847714,31/05/2024,USD,3.15850
LU1715605942,31/05/2024,USD,4.28760
LU1289970243,31/05/2024,USD,5.17790
LU1567863144,31/05/2024,USD,4.56860
LU1072457747,31/05/2024,USD,0.00000
LU0949128226,31/05/2024,USD,6.48300
LU0949128572,31/05/2024,USD,6.92220
LU1567862849,31/05/2024,USD,5.47060
LU0997362164,31/05/2024,USD,0.00000
LU1093538335,31/05/2024,USD,0.00000
LU1800013283,31/05/2024,USD,0.09760
LU1814255391,31/05/2024,USD,0.00000
LU1308276671,31/05/2024,USD,0.01480
LU1118028742,31/05/2024,USD,7.21720
LU1572169453,31/05/2024,USD,0.00000
LU0946833604,31/05/2024,USD,9.30800
LU1706560163,31/05/2024,USD,6.71150
LU1706559827,31/05/2024,USD,7.10010
LU2548888341,31/05/2024,USD,7.91520
LU1435395808,31/05/2024,EUR,1.99190
LU2419916288,31/05/2024,USD,4.67830
LU1586024074,31/05/2024,USD,5.45910
LU1508158356,31/05/2024,USD,4.15270
LU1508158273,31/05/2024,USD,4.93070
LU0784324112,31/05/2024,USD,0.00000
LU0725892466,31/05/2024,USD,0.00000
LU0725887540,31/05/2024,USD,0.00000
LU0725892383,31/05/2024,USD,0.28890
LU1246651910,31/05/2024,USD,0.00000
LU1653088168,31/05/2024,USD,0.35780
LU0802637750,31/05/2024,EUR,3.16680
LU2213651438,31/05/2024,EUR,1.58260
LU2641749960,31/05/2024,EUR,1.96980
LU0776931064,31/05/2024,EUR,3.06260
LU0414666189,31/05/2024,EUR,2.52420
LU0313923905,31/05/2024,EUR,0.00000
LU0827973438,31/05/2024,EUR,0.92090
LU1893597481,31/05/2024,EUR,0.75900
LU1893597721,31/05/2024,EUR,1.09580
LU1893597564,31/05/2024,EUR,2.10990
LU1893598026,31/05/2024,EUR,1.65920
LU1893597648,31/05/2024,EUR,0.99310
LU0438336421,31/05/2024,EUR,3.52730
LU1117534401,31/05/2024,EUR,3.80750
LU1117534666,31/05/2024,EUR,0.00000
LU1200840038,31/05/2024,EUR,3.03170
LU0438336264,31/05/2024,EUR,2.87220
LU1193909402,31/05/2024,EUR,0.00000
LU2465781768,31/05/2024,EUR,2.75460
LU1908248021,31/05/2024,USD,1.64780
LU1258025839,31/05/2024,USD,3.59150
LU1288049866,31/05/2024,USD,4.18890
LU1288049940,31/05/2024,USD,3.35110
LU1251621188,31/05/2024,USD,2.67520
LU1373035077,31/05/2024,USD,2.42030
LU1373034930,31/05/2024,USD,3.03900
LU1376384878,31/05/2024,USD,1.70250
LU1603214153,31/05/2024,USD,2.91870
LU1603214401,31/05/2024,USD,2.69780
LU1603215044,31/05/2024,USD,3.35050
LU1251621345,31/05/2024,USD,2.83110
LU1382784764,31/05/2024,USD,2.83520
LU1817852764,31/05/2024,USD,0.97430
LU2215606471,31/05/2024,USD,0.74540
LU1669036458,31/05/2024,USD,3.62840
LU1669037183,31/05/2024,USD,4.67510
LU1721361928,31/05/2024,USD,3.91940
LU2070343558,31/05/2024,USD,0.00000
LU2070343632,31/05/2024,USD,0.00000
LU2070343715,31/05/2024,USD,0.00000
LU2099546561,31/05/2024,USD,0.00000
LU2364470067,31/05/2024,USD,0.00000
LU2412548955,31/05/2024,USD,2.51840
LU2412549094,31/05/2024,USD,2.65010
LU2412549177,31/05/2024,USD,2.62830
LU2412549250,31/05/2024,USD,2.81160
LU2451793322,31/05/2024,USD,0.00000
LU2451793595,31/05/2024,USD,0.00000
LU2451793678,31/05/2024,USD,0.00000
LU2412549508,31/05/2024,USD,0.00000
LU2412549680,31/05/2024,USD,0.00000
LU2499270077,31/05/2024,USD,0.00000
LU2499270150,31/05/2024,USD,0.00000
LU2499270234,31/05/2024,USD,0.00000
LU2508726747,31/05/2024,USD,0.00000
LU1733247586,31/05/2024,EUR,2.53650
LU1861219704,31/05/2024,GBP,1.72080
LU1861219027,31/05/2024,GBP,1.54410
LU1861218136,31/05/2024,GBP,1.69640
LU1861218219,31/05/2024,GBP,2.05440
LU1861218300,31/05/2024,GBP,2.06650
LU1861218482,31/05/2024,GBP,3.72270
LU1884804383,31/05/2024,GBP,2.01250
LU1861219613,31/05/2024,GBP,1.32880
LU1990957067,31/05/2024,GBP,0.87600
LU2066748497,31/05/2024,GBP,1.93460
LU1861219886,31/05/2024,GBP,1.77000
LU1861219290,31/05/2024,GBP,1.65470
LU1834329234,31/05/2024,EUR,4.75000
LU2331123641,31/05/2024,EUR,0.31370
LU2353382893,31/05/2024,USD,3.10010
LU2353382547,31/05/2024,USD,2.77920
LU2353382976,31/05/2024,USD,2.40000
LU2353382463,31/05/2024,USD,2.35940
LU2353382620,31/05/2024,USD,2.46890
LU2353382380,31/05/2024,USD,2.20000
LU2353382208,31/05/2024,USD,1.96000
LU2575169110,31/05/2024,USD,2.40350
LU2575169037,31/05/2024,USD,2.11690
LU1264796118,31/05/2024,USD,5.37780
LU1191062733,31/05/2024,EUR,2.83770
LU1191062659,31/05/2024,EUR,1.30630
LU1241524617,31/05/2024,EUR,1.67170
LU1241524963,31/05/2024,EUR,1.39040
LU1304596254,31/05/2024,EUR,2.34990
LU1191062576,31/05/2024,EUR,1.07270
LU1191063897,31/05/2024,EUR,2.54500
LU1191063624,31/05/2024,EUR,2.50080
LU1241524880,31/05/2024,EUR,1.17270
LU1241525184,31/05/2024,EUR,2.34940
LU1304596841,31/05/2024,EUR,2.34750
LU1191063541,31/05/2024,EUR,2.07780
LU1191063202,31/05/2024,EUR,2.98770
LU1191063111,31/05/2024,EUR,2.35690
LU1241524708,31/05/2024,EUR,1.64180
LU1241525002,31/05/2024,EUR,2.17990
LU1304596684,31/05/2024,EUR,2.64600
LU1191063038,31/05/2024,EUR,1.87970
LU1282798062,31/05/2024,EUR,2.87630
LU1103452089,31/05/2024,USD,2.53310
LU1069250972,31/05/2024,USD,3.66220
LU1423753034,31/05/2024,USD,6.14490
LU1484781551,31/05/2024,USD,2.44610
LU1640626609,31/05/2024,USD,3.66000
LU1572169370,31/05/2024,USD,4.32480
LU1532729727,31/05/2024,USD,4.35700
LU1352906538,31/05/2024,USD,3.92210
LU1352906298,31/05/2024,USD,3.88640
LU1373035408,31/05/2024,USD,3.87350
LU1430596186,31/05/2024,GBP,2.40130
LU1430596426,31/05/2024,GBP,3.61770
LU1430596939,31/05/2024,GBP,5.44380
LU0072462343,31/08/2024,USD,0.19870
LU0204061278,31/08/2024,USD,0.00000
LU0411709560,31/08/2024,USD,0.60230
LU0827875187,31/08/2024,USD,0.60230
LU0329592298,31/08/2024,USD,0.60230
LU0827875260,31/08/2024,USD,0.00000
LU1250982748,31/08/2024,USD,0.00370
LU1330249480,31/08/2024,USD,0.00000
LU1260044513,31/08/2024,USD,0.00370
LU0462858753,31/08/2024,USD,0.00000
LU0821914370,31/08/2024,USD,0.01690
LU0859042482,31/08/2024,USD,0.18450
LU1578216449,31/08/2024,USD,0.18450
LU1085282496,31/08/2024,USD,0.18380
LU1279613878,31/08/2024,USD,0.11820
LU1741217456,31/08/2024,USD,0.00000
LU1091682382,31/08/2024,USD,0.17250
LU1800013101,31/08/2024,USD,0.00000
LU1992157872,31/08/2024,USD,0.12000
LU1992156122,31/08/2024,USD,0.11540
LU1992155744,31/08/2024,USD,0.09390
LU1992157955,31/08/2024,USD,0.14120
LU1992158094,31/08/2024,USD,0.08440
LU2125115951,31/08/2024,USD,0.61300
LU1919856309,31/08/2024,USD,0.00000
LU2125116330,31/08/2024,USD,0.00000
LU2250419111,31/08/2024,USD,0.56930
LU2381872907,31/08/2024,USD,0.61490
LU1564328224,31/08/2024,USD,0.69610
LU2344714063,31/08/2024,USD,0.02240
LU2381873038,31/08/2024,USD,0.00000
LU1564328497,31/08/2024,USD,0.00000
LU2327297755,31/08/2024,USD,0.63430
LU2339509122,31/08/2024,USD,0.57300
LU2211195172,31/08/2024,USD,0.00000
LU0776122383,31/08/2024,USD,0.74280
LU0969580132,31/08/2024,USD,0.64360
LU0827875344,31/08/2024,USD,0.01570
LU1250979793,31/08/2024,USD,0.04010
LU1111085012,31/08/2024,USD,0.68080
LU1250973911,31/08/2024,USD,0.66340
LU2127175250,31/08/2024,USD,0.82230
LU1456638573,31/08/2024,USD,0.01270
LU1250978043,31/08/2024,USD,0.04970
LU1196525700,31/08/2024,USD,0.00240
LU2319960527,31/08/2024,USD,0.50510
LU2319960873,31/08/2024,USD,0.48720
LU2319960956,31/08/2024,USD,0.00950
LU2319960790,31/08/2024,USD,0.00000
LU0984171172,31/08/2024,USD,0.00000
LU2600820356,31/08/2024,USD,0.10100
LU2600820273,31/08/2024,USD,0.10100
LU2600820513,31/08/2024,USD,0.00000
LU2600820604,31/08/2024,USD,0.12810
LU2600820786,31/08/2024,USD,0.12810
LU2600820869,31/08/2024,USD,0.19730
LU2600820943,31/08/2024,USD,0.13670
LU2723611005,31/08/2024,USD,0.13670
LU2600821081,31/08/2024,USD,0.13670
LU2267099674,31/08/2024,CNY,3.83780
LU2070343392,31/08/2024,CNY,2.83460
LU0679941327,31/08/2024,CNY,3.83780
LU2298379152,31/08/2024,CNY,0.11900
LU0679941673,31/08/2024,CNY,0.11900
LU2077746696,31/08/2024,CNY,0.00000
LU2077746779,31/08/2024,CNY,0.00000
LU2077746340,31/08/2024,CNY,0.00000
LU2290526164,31/08/2024,CNY,4.25500
LU2112292417,31/08/2024,CNY,3.15770
LU2112292250,31/08/2024,CNY,2.99540
LU0719319435,31/08/2024,CNY,4.25500
LU0683067952,31/08/2024,CNY,0.10990
LU2112292177,31/08/2024,CNY,0.06260
LU2112292094,31/08/2024,CNY,3.26020
LU2112291955,31/08/2024,CNY,3.23750
LU2112291872,31/08/2024,CNY,0.05970
LU2319961764,31/08/2024,CNY,3.02860
LU2391915928,31/08/2024,CNY,4.09830
LU2319962069,31/08/2024,CNY,3.41470
LU2319961921,31/08/2024,CNY,0.00000
LU2319961848,31/08/2024,CNY,0.06040
LU2391915688,31/08/2024,CNY,0.00000
LU2391915506,31/08/2024,CNY,0.00000
LU2391915332,31/08/2024,CNY,0.00000
LU2391915415,31/08/2024,CNY,0.00000
LU2391915761,31/08/2024,CNY,0.00000
LU0359201026,31/08/2024,USD,0.00000
LU0827876078,31/08/2024,USD,0.00000
LU0827875930,31/08/2024,USD,0.00000
LU2041044178,31/08/2024,USD,0.00000
LU2041044095,31/08/2024,USD,0.00000
LU2360108059,31/08/2024,USD,0.00000
LU2041044335,31/08/2024,USD,0.08280
LU2087589854,31/08/2024,USD,0.08940
LU2041044251,31/08/2024,USD,0.08280
LU2041044764,31/08/2024,USD,0.11850
LU2041044681,31/08/2024,USD,0.11850
LU2319961095,31/08/2024,USD,0.00020
LU2360107911,31/08/2024,USD,0.00020
LU2319961509,31/08/2024,USD,0.06900
LU2319961418,31/08/2024,USD,0.00000
LU2319961251,31/08/2024,USD,0.06900
LU2319961178,31/08/2024,USD,0.00000
LU2319961335,31/08/2024,USD,0.00000
LU2382308026,31/08/2024,USD,0.00000
LU2382308612,31/08/2024,USD,0.05170
LU2382308455,31/08/2024,USD,0.05170
LU2382308885,31/08/2024,USD,0.07400
LU0224105477,31/08/2024,EUR,0.00000
LU0628613803,31/08/2024,EUR,0.00000
LU0071969892,31/08/2024,EUR,0.00000
LU0534241806,31/08/2024,EUR,0.00000
LU0406496546,31/08/2024,EUR,0.30970
LU1984140423,31/08/2024,EUR,0.30970
LU0827876151,31/08/2024,EUR,0.38280
LU0827876235,31/08/2024,EUR,0.32500
LU1202926504,31/08/2024,EUR,0.03560
LU0827876318,31/08/2024,EUR,0.03560
LU0669554353,31/08/2024,EUR,0.04350
LU0827876409,31/08/2024,EUR,0.06910
LU0888974473,31/08/2024,EUR,0.30180
LU2404648292,31/08/2024,EUR,0.10140
LU2315844121,31/08/2024,EUR,0.30180
LU1207311066,31/08/2024,EUR,0.23610
LU1505937943,31/08/2024,EUR,0.02980
LU1330249563,31/08/2024,EUR,0.02980
LU1505938164,31/08/2024,EUR,0.03540
LU2319959941,31/08/2024,EUR,0.09050
LU2319960105,31/08/2024,EUR,0.09050
LU2319960360,31/08/2024,EUR,0.08260
LU2319960014,31/08/2024,EUR,0.00860
LU2319960287,31/08/2024,EUR,0.00860
LU2319960444,31/08/2024,EUR,0.02850
LU0462858084,31/08/2024,EUR,0.01750
LU2864352203,31/08/2024,EUR,0.00260
LU1564329032,31/08/2024,USD,0.63470
LU1800012988,31/08/2024,USD,0.59150
LU1564329628,31/08/2024,USD,0.44370
LU1564329115,31/08/2024,USD,0.00000
LU1706154686,31/08/2024,USD,0.00000
LU1733224965,31/08/2024,USD,0.00000
LU1811366001,31/08/2024,USD,0.00000
LU1697837992,31/08/2024,USD,0.00000
LU1564329461,31/08/2024,USD,0.00000
LU1564329545,31/08/2024,USD,0.00000
LU1733225004,31/08/2024,USD,0.00000
LU1811365961,31/08/2024,USD,0.00000
LU1564329206,31/08/2024,USD,0.75590
LU1811365615,31/08/2024,USD,0.75590
LU1800013010,31/08/2024,USD,0.70310
LU1811365888,31/08/2024,USD,0.72390
LU1940842427,31/08/2024,USD,0.00000
LU1564329388,31/08/2024,USD,0.00000
LU1057296771,31/08/2024,USD,0.68030
LU1408527916,31/08/2024,USD,0.00000
LU1919856051,31/08/2024,USD,0.13140
LU0297941386,31/08/2024,USD,1.11350
LU1180455567,31/08/2024,USD,1.03500
LU1057294727,31/08/2024,USD,0.70190
LU1806518533,31/08/2024,USD,0.70860
LU1618350562,31/08/2024,USD,0.56910
LU1806518293,31/08/2024,USD,0.02110
LU2075911060,31/08/2024,USD,0.01150
LU2075910922,31/08/2024,USD,0.00770
LU0995319919,31/08/2024,USD,0.00000
LU0843232686,31/08/2024,USD,0.94530
LU2319962226,31/08/2024,USD,0.00000
LU2319962499,31/08/2024,USD,0.62430
LU2518861054,31/08/2024,USD,0.00000
LU0651946864,31/08/2024,USD,0.28040
LU1051768304,31/08/2024,USD,0.00000
LU0653880228,31/08/2024,USD,0.44560
LU2066749115,31/08/2024,USD,0.00000
LU2719174570,31/08/2024,USD,0.39230
LU2719174810,31/08/2024,USD,0.75050
LU2719175114,31/08/2024,USD,0.38140
LU2719175627,31/08/2024,USD,0.37500
LU0252970164,31/08/2024,USD,0.62950
LU1866970491,31/08/2024,USD,0.00000
LU0462857433,31/08/2024,USD,0.39770
LU2337646124,31/08/2024,USD,0.42390
LU2337645589,31/08/2024,USD,0.40720
LU2337646397,31/08/2024,USD,0.43250
LU2657676305,31/08/2024,USD,0.49530
LU2657676214,31/08/2024,USD,0.58940
LU2337645746,31/08/2024,USD,0.42490
LU2860231773,31/08/2024,USD,0.00000
LU2860231856,31/08/2024,USD,0.00000
LU2337645829,31/08/2024,USD,0.46680
LU2337646041,31/08/2024,USD,0.43000
LU0278470058,31/08/2024,USD,1.48370
LU0383940458,31/08/2024,USD,1.73880
LU0622213642,31/08/2024,USD,0.52290
LU0827885491,31/08/2024,USD,1.18270
LU0523291242,31/08/2024,USD,0.00000
LU0827884924,31/08/2024,USD,0.00000
LU0995345831,31/08/2024,USD,0.01220
LU1694209807,31/08/2024,USD,0.00000
LU0520955575,31/08/2024,USD,1.79190
LU1741217027,31/08/2024,USD,1.79190
LU1495982867,31/08/2024,USD,0.00000
LU2319963547,31/08/2024,USD,0.68020
LU2319963380,31/08/2024,USD,0.67470
LU2319963463,31/08/2024,USD,0.00000
LU2319963620,31/08/2024,USD,0.00400
LU2641782235,31/08/2024,USD,0.19190
LU2779021257,31/08/2024,USD,0.13340
LU0204069685,31/08/2024,EUR,0.01240
LU0297941469,31/08/2024,EUR,0.60960
LU0827877712,31/08/2024,EUR,0.02080
LU1376384365,31/08/2024,EUR,0.00730
LU0368229703,31/08/2024,EUR,0.31880
LU1376384100,31/08/2024,EUR,0.26490
LU1808491655,31/08/2024,EUR,0.00870
LU1808491812,31/08/2024,EUR,0.01980
LU1376384282,31/08/2024,EUR,0.01180
LU2319963893,31/08/2024,EUR,0.19770
