ISIN,Fund Reporting Period End Date,Currency,Excess of reporting income over distribution
IE00B8GKDB10,30/06/2024,USD,0.0000
IE00BKX55R35,30/06/2024,USD,0.0415
IE00BKX55S42,30/06/2024,EUR,0.0003
IE00BKX55Q28,30/06/2024,GBP,0.0000
IE00BKX55T58,30/06/2024,USD,0.0295
IE00BG143G97,30/06/2024,EUR,0.0000
IE000NRGX9M3,30/06/2024,EUR,0.0002
IE000L2ZNB07,30/06/2024,USD,0.0018
IE0008T6IUX0,30/06/2024,USD,0.0011
IE0001VXZTV7,30/06/2024,USD,0.0000
IE00BNG8L385,30/06/2024,USD,0.0007
IE00BMVB5L14,30/06/2024,EUR,0.0471
IE00BMVB5N38,30/06/2024,EUR,0.0208
IE00BMVB5Q68,30/06/2024,EUR,0.0449
IE00BMVB5S82,30/06/2024,EUR,0.0165
